dtstart,dtend,dtstamp,organizer,uid,attendee,created,description,last-modified,location,sequence,status,summary,transp
"2020-08-22T16:00:00Z","2020-08-22T17:00:00Z","2024-03-25T08:46:59Z","","ccq62d9h6dgj0bb268q3eb9kc4rjab9pclijib9m68qm2d1m60q38c9jck@google.com","","2020-08-19T16:03:15Z","","2020-08-19T16:03:15Z","","0","CONFIRMED","Chillen met Mitchell","OPAQUE"
"2020-08-21T16:00:00Z","2020-08-21T17:00:00Z","2024-03-25T08:46:59Z","","6grjacr1c9j64b9h6or3ib9kc4s62b9pchh64bb165im4p9j74oj6e1o74@google.com","","2020-08-20T07:04:35Z","","2020-08-20T07:04:35Z","","0","CONFIRMED","Speciaalbier kopen voor Rene en Pavel","OPAQUE"
"2020-08-24T17:00:00Z","2020-08-24T18:00:00Z","2024-03-25T08:46:59Z","","6hgmccj2cdhm2b9hc9gjab9k6srjgbb1cgs68bb5ckoj0c1h6him8p9jcg@google.com","","2020-08-24T06:31:24Z","","2020-08-24T06:31:24Z","","0","CONFIRMED","KVK jij fucking retard!!!!?","OPAQUE"
"2020-09-01T10:00:00Z","2020-09-01T11:00:00Z","2024-03-25T08:46:59Z","","64o3idhkckom6b9lc9h6cb9k60sj4b9p6pgmcb9hccp32oph6gqmae9hco@google.com","","2020-08-25T12:31:57Z","","2020-08-25T12:31:57Z","","0","CONFIRMED","Solicitatie","OPAQUE"
"2020-08-30T14:00:00Z","2020-08-30T15:00:00Z","2024-03-25T08:46:59Z","","69ij8c1o74r3ib9ic8qjab9k64rm6b9o64r66b9o6gp34ohp74pmac9i60@google.com","","2020-08-27T16:52:06Z","","2020-08-27T16:52:06Z","","0","CONFIRMED","Carin","OPAQUE"
"2020-08-29T11:15:00Z","2020-08-29T12:15:00Z","2024-03-25T08:46:59Z","","74rj4pb374p62b9g68qjib9kccrj0b9oclh36b9j68rj6pb475hj2o9i68@google.com","","2020-08-29T09:44:31Z","","2020-08-29T09:44:36Z","","1","CONFIRMED","Basic fit uitschrijven","OPAQUE"
"2020-09-05T14:00:00Z","2020-09-05T15:00:00Z","2024-03-25T08:46:59Z","","ckr3ap1j6ooj0bb170rm4b9k70s3gb9pc4o38b9o6opj4c9p6orm6opic8@google.com","","2020-09-01T16:56:39Z","","2020-09-01T16:56:45Z","","1","CONFIRMED","Met Mirjam eten","OPAQUE"
"2020-10-31T19:00:00Z","2020-10-31T20:00:00Z","2024-03-25T08:46:59Z","","68r6ae1pc8p3eb9h68s3gb9kc4o6abb2ccp3cb9l6sqj4p9lccpj2p1m6s@google.com","","2020-09-24T23:45:23Z","","2020-09-24T23:45:23Z","","0","CONFIRMED","Stoppen met ongezond doen @casper","OPAQUE"
"2020-06-08T13:00:00","2020-06-08T14:00:00","2024-03-25T08:46:59Z","","13h3kcd0eer5n5ret8539qup2f@google.com","","2020-06-08T11:13:00Z","","2020-09-27T11:18:51Z","","1","CONFIRMED","Ontwikkelaarsoverleg","OPAQUE"
"2020-10-01T16:00:00Z","2020-10-01T17:00:00Z","2024-03-25T08:46:59Z","","c5hjed1o64r3ebb1coqm8b9k60qj8bb26gomab9gcdh3ce3275i6copl70@google.com","","2020-09-30T13:47:38Z","","2020-09-30T13:47:38Z","","0","CONFIRMED","Met mams naar ikea","OPAQUE"
"2020-10-02T17:00:00Z","2020-10-02T18:00:00Z","2024-03-25T08:46:59Z","","6kq3ae32chim6b9o74pm8b9k6dj3cbb26ko3cbb4cpj32o9l6dim4c9g6k@google.com","","2020-09-30T14:09:36Z","","2020-09-30T14:09:36Z","","0","CONFIRMED","Chillen met Koen","OPAQUE"
"2020-10-01T10:00:00Z","2020-10-01T13:00:00Z","2024-03-25T08:46:59Z","","c4r32dr26kqj4bb3cpij8b9kcgpjibb275im6bb36gs3iohm6di3cd31ck@google.com","","2020-09-30T14:44:48Z","","2020-09-30T14:44:48Z","","0","CONFIRMED","Contract lezen + kojav werken","OPAQUE"
"2020-10-02T10:00:00Z","2020-10-02T11:00:00Z","2024-03-25T08:46:59Z","","cks6cdr26hhj2bb1ccs3cb9k6oojab9o65hmab9l6krm4o9p69h68dpoc8@google.com","","2020-09-30T14:45:04Z","","2020-09-30T14:45:04Z","","0","CONFIRMED","KOR regeling lezen over 2 bedrijven en een baan","OPAQUE"
"2020-10-05T13:00:00Z","2020-10-05T14:00:00Z","2024-03-25T08:46:59Z","","74rm8p3569gjcbb660s3ab9k6pi32bb1c8r30b9pcdh3gd3268pm6eb168@google.com","","2020-10-02T15:49:45Z","","2020-10-02T15:49:45Z","","0","CONFIRMED","Quintor contract tekenen (diploma mee!!!)","OPAQUE"
"2020-10-10T16:00:00Z","2020-10-10T17:00:00Z","2024-03-25T08:46:59Z","","c5gjee1hchj6abb1cli34b9kccrm4b9pckrj6b9pcks62dhlc4pm2oho6o@google.com","","2020-10-05T14:15:28Z","","2020-10-05T14:15:28Z","","0","CONFIRMED","Chillen met Michiel","OPAQUE"
"2021-01-18T20:00:00","2021-01-18T21:00:00","2024-03-25T08:46:59Z","mailto:74g3ggf6au3nc9ne365dtbb9j0@group.calendar.google.com","v5ntipm5v4a523k3m4hsgcqhfc@google.com","mailto:joshuajessy47@gmail.com;mailto:larserikvonk@ziggo.nl","2020-12-27T15:21:44Z","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-\nJoin with Google Meet: https://meet.google.com/aos-kfbe-umh\n\nLearn more about Meet at: https://support.google.com/a/users/answer/9282720\n\nPlease do not edit this section.\n-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","2021-04-25T09:34:42Z","Leeuweriklaan 41, 1403 CL Bussum, Netherlands","2","CONFIRMED","Aandelen praatgroepieee","OPAQUE"
"2021-02-11T18:00:00","2021-02-11T19:00:00","2024-03-25T08:46:59Z","","2i4tc28c155i4sm36m5acu6371@google.com","","2021-02-08T14:56:58Z","","2021-04-25T09:36:17Z","","0","CONFIRMED","Hardlopen met Mathijs","OPAQUE"
"2020-09-07T18:00:00","2020-09-07T19:00:00","2024-03-25T08:46:59Z","","60omac1mc8o36b9m75gmcb9kc8p66b9pccs3ebb168pjic9n70qm6dhn6o@google.com","","2020-08-31T18:11:08Z","","2021-06-26T19:47:13Z","","0","CONFIRMED","Eten bij opa en oma","OPAQUE"
"2021-02-17T18:00:00","2021-02-17T20:00:00","2024-03-25T08:46:59Z","mailto:74g3ggf6au3nc9ne365dtbb9j0@group.calendar.google.com","c8q68oj1c4p34b9l68r32b9kccsjeb9p6opm6b9m6osj0eb565ijeoppcg@google.com","mailto:reyer.wouters@gmail.com;mailto:charlottevrooijen@live.nl","2021-02-10T17:51:23Z","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-\nJoin with Google Meet: https://meet.google.com/qak-qwuu-yjt\n\nLearn more about Meet at: https://support.google.com/a/users/answer/9282720\n\nPlease do not edit this section.\n-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","2021-09-06T09:08:56Z","","0","CONFIRMED","Lars vegan kookkunsten","OPAQUE"
"2021-07-28T18:00:00","2021-07-28T20:00:00","2024-03-25T08:46:59Z","mailto:74g3ggf6au3nc9ne365dtbb9j0@group.calendar.google.com","c8q68oj1c4p34b9l68r32b9kccsjeb9p6opm6b9m6osj0eb565ijeoppcg@google.com","mailto:reyer.wouters@gmail.com;mailto:charlottevrooijen@live.nl","2021-02-10T17:51:23Z","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-\nJoin with Google Meet: https://meet.google.com/qak-qwuu-yjt\n\nLearn more about Meet at: https://support.google.com/a/users/answer/9282720\n\nPlease do not edit this section.\n-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","2021-09-06T09:08:56Z","","0","CONFIRMED","Lars vegan kookkunsten","OPAQUE"
"2021-07-08T18:00:00","2021-07-08T21:00:00","2024-03-25T08:46:59Z","","d44958nmat74tbiotbvdqq9bag@google.com","","2020-08-31T18:11:08Z","","2021-11-29T20:07:53Z","","1","CONFIRMED","Eten bij opa en oma","OPAQUE"
"2021-07-27T18:00:00","2021-07-27T21:00:00","2024-03-25T08:46:59Z","","d44958nmat74tbiotbvdqq9bag@google.com","","2020-08-31T18:11:08Z","","2021-11-29T20:07:53Z","","2","CONFIRMED","Eten bij opa en oma","OPAQUE"
"2021-09-07T18:30:00","2021-09-07T21:30:00","2024-03-25T08:46:59Z","","d44958nmat74tbiotbvdqq9bag@google.com","","2020-08-31T18:11:08Z","","2021-11-29T20:07:53Z","","3","CONFIRMED","Eten bij opa en oma","OPAQUE"
"2022-01-12T10:00:00Z","2022-01-12T11:00:00Z","2024-03-25T08:46:59Z","","c4pm4php70oj8bb3ccp66b9k6so3ibb16sqj2bb174rjgpj26th38d336c@google.com","","2022-01-09T14:04:51Z","","2022-01-09T14:05:26Z","Action, Kinkerstraat 214-222, 1053 EM Amsterdam, Netherlands","0","CONFIRMED","Action afhalen Kinkerstraat","OPAQUE"
"2022-01-10T14:00:00Z","2022-01-10T15:00:00Z","2024-03-25T08:46:59Z","","70rjic9k75hmcb9jc9gjeb9k75ij8b9p60p66b9gcgrj2dr5cop3iob36o@google.com","","2022-01-10T08:30:33Z","","2022-01-10T08:31:10Z","","0","CONFIRMED","Gesprek met Ruud","OPAQUE"
"2022-01-09T18:00:00","2022-01-09T19:00:00","2024-03-25T08:46:59Z","","cksjeoho71gjgb9h61im8b9k70om4bb169gjebb375h3iob4ccr3io9hcg@google.com","","2022-01-09T08:17:24Z","","2022-04-11T10:37:27Z","","1","CONFIRMED","Retrospectivr","OPAQUE"
"2022-02-06T18:00:00","2022-02-06T19:00:00","2024-03-25T08:46:59Z","","cksjeoho71gjgb9h61im8b9k70om4bb169gjebb375h3iob4ccr3io9hcg_R20220206T170000@google.com","","2022-01-09T08:17:24Z","","2022-04-11T10:37:27Z","","1","CONFIRMED","Retrospective","OPAQUE"
"2022-04-15T17:30:00","2022-04-15T18:30:00","2024-03-25T08:46:59Z","","1s5c7gj9sogaiuha4bilvd9ett@google.com","","2022-04-11T10:37:39Z","","2022-05-02T07:13:36Z","","1","CONFIRMED","Retrospective moment","OPAQUE"
"2020-10-16T16:00:00Z","2020-10-16T20:00:00Z","2024-03-25T08:46:59Z","mailto:74g3ggf6au3nc9ne365dtbb9j0@group.calendar.google.com","7kmoergck69c4h50d2ak14de4p@google.com","mailto:contact@matthiashazeleger.nl","2020-10-16T07:12:14Z","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-\nJoin with Google Meet: https://meet.google.com/crx-smqt-fti\n\nLearn more about Meet at: https://support.google.com/a/users/answer/9282720\n\nPlease do not edit this section.\n-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","2023-01-03T11:44:26Z","","0","CONFIRMED","VrijMiBo","OPAQUE"
"2020-09-23T18:00:00","2020-09-23T22:00:00","2024-03-25T08:46:59Z","mailto:74g3ggf6au3nc9ne365dtbb9j0@group.calendar.google.com","75h32oj2chhjcb9i68q68b9k74q38b9p70q6cb9i60om4d9gc8o3cc9hcc@google.com","mailto:reyer.wouters@gmail.com;mailto:74g3ggf6au3nc9ne365dtbb9j0@group.calendar.google.com","2020-09-16T07:11:25Z","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-\nJoin with Google Meet: https://meet.google.com/dtr-ytmd-acj\n\nLearn more about Meet at: https://support.google.com/a/users/answer/9282720\n\nPlease do not edit this section.\n-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","2023-01-03T11:44:27Z","","0","CONFIRMED","Dutse meeting","OPAQUE"
"2021-04-27T20:00:00","2021-04-27T21:00:00","2024-03-25T08:46:59Z","","6mf0elmvi9nggru0grlcup1j3o@google.com","","2021-04-25T09:39:33Z","","2023-01-03T11:44:28Z","","1","CONFIRMED","Cursus","OPAQUE"
"2021-05-05T07:00:00","2021-05-05T08:00:00","2024-03-25T08:46:59Z","","biklebc6o06e1766a121rh0v0p@google.com","","2021-03-23T09:10:34Z","","2023-01-03T11:44:29Z","","3","CONFIRMED","Langeafstand hardlopen","OPAQUE"
"2021-03-10T18:00:00","2021-03-10T20:00:00","2024-03-25T08:46:59Z","mailto:74g3ggf6au3nc9ne365dtbb9j0@group.calendar.google.com","c8q68oj1c4p34b9l68r32b9kccsjeb9p6opm6b9m6osj0eb565ijeoppcg@google.com","mailto:reyer.wouters@gmail.com;mailto:charlottevrooijen@live.nl","2021-02-10T17:51:23Z","Lasagne\n\n-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-\nJoin with Google Meet: https://meet.google.com/qak-qwuu-yjt\n\nLearn more about Meet at: https://support.google.com/a/users/answer/9282720\n\nPlease do not edit this section.\n-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","2023-01-03T11:44:30Z","","0","CONFIRMED","Lars vegan kookkunsten","OPAQUE"
"2022-01-26T17:00:00Z","2022-01-26T18:00:00Z","2024-03-25T08:46:59Z","","60r3ie1k70rj6b9kc9h3gb9k6gp3cbb16ssj8bb4c8qj6e34ckrm2oj268@google.com","","2022-01-12T11:55:14Z","","2023-01-03T11:44:32Z","","1","CONFIRMED","Chillen met Mathias","OPAQUE"
